insta_post,insta_good,flyer,event,new_item,holiday,sales,sales_pred
-0.3227486121839514,-0.20346620221584505,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.21976716152117173,-0.554855838567647
-0.3227486121839514,-0.7527703996189442,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.9198442605481101,-0.571281423258318
-0.3227486121839514,-0.8973241357776546,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.32122761065551064,-0.5756039455453367
-0.3227486121839514,0.027819775638091456,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,-0.12845275730026676,-0.039484365909528946
-0.3227486121839514,-0.26128769667932916,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,0.4194336680251632,-0.5565848474824544
-0.3227486121839514,-0.26128769667932916,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,-0.11830671238683287,-0.04812941048356628
-0.3227486121839514,-0.8395026413141704,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.6053168682316595,-0.5738749366305292
-0.3227486121839514,0.08564127010157559,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.7879456766734695,-0.5462107939936096
-0.3227486121839514,-0.8395026413141704,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.4531261945301512,-0.5738749366305292
-0.3227486121839514,-0.05891246605713473,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,-0.21976716152117173,-0.042077879281740144
-0.3227486121839514,-0.3191091911428133,1.9540168418367894,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,1.0180503179177627,0.7095947488180003
-0.3227486121839514,-0.666038157923718,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.47341828435701894,-0.5686879098861068
-0.3227486121839514,0.8951421925903533,1.9540168418367894,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,0.23680485958335323,0.7459039360289572
-0.3227486121839514,-0.7816811468506863,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,0.5006020273326344,-0.5721459277157217
-0.3227486121839514,0.4325702368824803,1.9540168418367894,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,1.4746223390222877,1.2405273017093856
-0.3227486121839514,-0.6949489051554602,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.8488219461540728,-0.5695524143435106
-0.3227486121839514,-0.7527703996189442,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,0.023737916401241572,-0.06282598625942981
-0.3227486121839514,2.10939357632352,1.9540168418367894,-0.1386750490563073,-0.19802950859533486,1.5206906325745548,0.6933768806878782,1.2906685602388026
-0.3227486121839514,-0.4058414328380395,-0.5117663157191591,-0.1386750490563073,-0.19802950859533486,-0.657595949221429,-0.290789475915209,-0.5609073697694731
