x1,x2
-0.6253016177147778,-0.1700636571125488
0.9606950333275389,0.5909005970088841
-0.5985433850075956,-0.40259339311989306
-2.2280593766522214,-0.5325767401368825
-0.4614300598767516,-0.4988672444678538
-0.9589290278490424,-0.2693310237319169
-0.6730799091546266,-0.33830854748013184
1.3050186115481948,0.5913578455364443
0.37454559743575305,-0.09854420488874384
-1.8262862664844461,-0.40617025383032
0.6682622844811562,0.33687739585814436
-0.582646676021939,-0.17736921748075757
-0.4181289762061614,-0.37381138862526
0.17220937064575279,0.2646688363445262
0.3771166872946183,0.18844296908147612
-0.6793962296056062,-0.1316019778374699
1.0314895989546813,0.42555001754472105
0.336041798802642,0.03909827210839272
0.7057459850229555,0.4887306489211889
0.8395115474671283,0.15212587178745451
1.4988289811446753,0.47138080860235554
0.28835663844440446,0.03313347136138862
-0.5029350109723469,-0.3686654262572918
1.4792106688843745,0.7404457237454994
-0.4443824292899965,-0.16501936382926874
-0.5334642282766763,-0.06022219108193748
-0.6162294222666116,-0.2117839215105133
0.0746598965247852,-0.06143210770485435
-0.11363701103744236,0.07328776784924641
-0.020071729783539105,0.060974458601556945
0.18958296683876208,0.19976936885949087
0.9384661030448095,0.5417311316419882
-0.3666979887816997,-0.03649713755342033
-0.893528485543383,-0.37281401282437254
-1.3175957070283486,-0.35758107302395725
-0.38180278184117733,-0.20125246497579233
-0.513790215738037,-0.5059740860360368
0.9037379337854844,0.24951826048596157
-0.438875079467635,-0.15064812956892226
-0.5941709069988491,-0.09412241094079501
-0.3129439309072686,-0.0006573129658781017
-0.3002290892889903,-0.42205027177225224
-0.5992393195183092,-0.2603981800756424
0.22037003644161027,0.20391441508487246
0.5251648442025796,0.18702636260776917
0.5566250109115648,-0.1337450936293308
1.3542815721236108,0.5473974215855587
-0.6831598059463396,-0.3946931871585983
-0.12332510881871668,-0.10426653884571879
-0.313175458181276,-0.06983066191967202
-2.4883827672198118,-0.844571248983918
1.2499658587687152,0.585738114758799
0.17676443083245547,0.11073020815351371
-0.5078085381859656,-0.3157463002557443
1.8273850163544514,0.6202325024679164
0.810156740130441,0.17717119383530391
0.42849439812666407,0.12989240692362633
-0.0681124709347002,-0.18341414945223794
-0.23808571181520388,0.03202830530282251
-0.5765113112191823,-0.46111955845296854
0.786579790722323,0.24042095069142833
-0.3940283640280845,-0.11323899454137867
0.3002810160826966,0.04058301029479762
0.8343544924408379,0.36341169543257545
0.677025394441299,0.08621805880954383
0.8228587852634555,0.07952628678979308
1.1106022591442504,0.08384472094572175
-1.1105631980164716,-0.22185161445683957
-3.255811716715632e-05,0.25258628730620064
0.9013460042196363,0.466550032273377
