y,x0,x1
1,1.4128159485265526,1.5303346960966189
1,1.81336135324897,1.6311307021673933
0,1.4328927136346912,4.376792337344087
0,1.8727175224410586,4.180692369188909
1,2.095177854862779,1.0791467985818057
1,2.7389079321588583,0.1567681677257453
1,3.1851579396666305,0.08900822325246904
1,2.0615675338653703,1.969185956281438
1,2.038358184429685,1.1546627822561875
0,-0.04749203582851247,5.474252564587464
0,1.7144444869831275,5.025215236719037
0,0.22459286251653932,4.770281540947536
0,1.0692385339646449,4.530684839209695
1,1.5327892319237488,0.5503538610792875
0,1.4949317978621983,3.858488315204525
0,1.1641106995370358,3.791329883867355
0,0.7438739881017237,4.122405677103188
1,2.2966725061394073,0.4867776053737489
0,0.44359862996842747,3.1153094465140336
0,0.9143387674703604,4.550146428611414
1,1.6746742652242999,0.680018960345654
1,2.269087359737519,1.3216075608531057
1,1.5108885028029326,0.9288308974156202
1,1.6517912527673073,0.6819317630136121
1,2.4927218587394,0.9750534063923832
0,2.3381228529390596,3.431167922689131
0,0.670478769495503,4.0409427464816785
0,-0.5555238109539522,4.695958484712606
1,2.1617232067851297,0.6565950982129798
0,2.0968048726364756,3.7174205995225433
1,2.180232508278994,1.4836470818281646
0,0.4389901418302897,4.535928826163947
0,1.2425880181937505,4.50399192387295
0,0.00793137001172417,4.1761431593200085
0,1.8959376071615694,5.185402589388561
1,1.8683360021564543,0.9313628652757842
1,2.13141477705505,1.138857278004758
0,1.0626962212430218,5.176351431626175
1,2.3346649852711536,-0.02408255182839736
0,0.6697869960051712,3.5954080169749427
1,1.0771485132532512,1.1753330132534012
0,1.5463231290618487,4.212973002469771
1,1.5673797522062056,-0.13810590146106927
1,1.356177616962864,1.438159552110449
0,1.0037251889273626,4.19147701743289
1,1.2929765223414378,1.4793016848327434
1,2.948218837710238,2.0351971655562866
0,0.34713829950623953,3.451776565141005
1,2.7625352641286685,0.7897087584505262
0,0.7675227889508035,4.397596708910778
